,Country Code,Months Code,Year,Temp_Change,clusters,cluster
60051,72,7019,2004,0.194,2,dark purple
60052,72,7019,2005,1.29,2,dark purple
60053,72,7019,2006,1.015,2,dark purple
60054,72,7019,2007,0.495,2,dark purple
60055,72,7019,2008,0.86,2,dark purple
60056,72,7019,2009,1.574,2,dark purple
60057,72,7019,2010,1.296,2,dark purple
60058,72,7019,2011,0.141,2,dark purple
60059,72,7019,2012,1.821,2,dark purple
60060,72,7019,2013,1.069,2,dark purple
60061,72,7019,2014,0.74,2,dark purple
60062,72,7019,2015,2.321,2,dark purple
60063,72,7019,2016,1.347,2,dark purple
60064,72,7019,2017,1.243,2,dark purple
60065,72,7019,2018,1.839,2,dark purple
60066,72,7019,2019,0.668,2,dark purple
60067,72,7019,2020,1.965,2,dark purple
60108,72,7020,2001,0.893,2,dark purple
60109,72,7020,2002,1.472,2,dark purple
60110,72,7020,2003,1.312,2,dark purple
60111,72,7020,2004,1.03,2,dark purple
60112,72,7020,2005,1.291,2,dark purple
60113,72,7020,2006,0.977,2,dark purple
60114,72,7020,2007,0.953,2,dark purple
60115,72,7020,2008,0.389,2,dark purple
60116,72,7020,2009,1.58,2,dark purple
60117,72,7020,2010,1.113,2,dark purple
60118,72,7020,2011,0.984,2,dark purple
60119,72,7020,2013,1.293,2,dark purple
60120,72,7020,2014,1.153,2,dark purple
60121,72,7020,2015,1.638,2,dark purple
60122,72,7020,2016,1.401,2,dark purple
60123,72,7020,2017,1.676,2,dark purple
60124,72,7020,2018,1.024,2,dark purple
60125,72,7020,2019,1.255,2,dark purple
60884,55,7016,2001,0.055,2,dark purple
60885,55,7016,2002,0.749,2,dark purple
60886,55,7016,2004,0.457,2,dark purple
60887,55,7016,2005,0.334,2,dark purple
60888,55,7016,2006,0.516,2,dark purple
60889,55,7016,2007,0.661,2,dark purple
60890,55,7016,2008,0.209,2,dark purple
60891,55,7016,2009,0.353,2,dark purple
60892,55,7016,2010,1.049,2,dark purple
60893,55,7016,2011,0.589,2,dark purple
60894,55,7016,2012,0.417,2,dark purple
60895,55,7016,2013,0.642,2,dark purple
60896,55,7016,2014,0.682,2,dark purple
60897,55,7016,2015,0.741,2,dark purple
60898,55,7016,2016,1.04,2,dark purple
60899,55,7016,2017,0.654,2,dark purple
60900,55,7016,2018,0.627,2,dark purple
60901,55,7016,2019,0.324,2,dark purple
60902,55,7016,2020,1.048,2,dark purple
60943,55,7017,2001,0.24,2,dark purple
60944,55,7017,2002,0.368,2,dark purple
60945,55,7017,2003,1.03,2,dark purple
60946,55,7017,2004,0.263,2,dark purple
60947,55,7017,2005,1.311,2,dark purple
60948,55,7017,2006,0.589,2,dark purple
60949,55,7017,2007,0.984,2,dark purple
60950,55,7017,2008,-0.238,2,dark purple
60951,55,7017,2009,-0.194,2,dark purple
60952,55,7017,2010,1.589,2,dark purple
60953,55,7017,2011,0.035,2,dark purple
60954,55,7017,2012,0.377,2,dark purple
60955,55,7017,2013,0.405,2,dark purple
60956,55,7017,2014,0.159,2,dark purple
60957,55,7017,2015,0.433,2,dark purple
60958,55,7017,2016,0.936,2,dark purple
60959,55,7017,2017,0.536,2,dark purple
60960,55,7017,2018,0.202,2,dark purple
60961,55,7017,2019,0.415,2,dark purple
60962,55,7017,2020,0.796,2,dark purple
61003,55,7018,2001,0.806,2,dark purple
61004,55,7018,2002,0.602,2,dark purple
61005,55,7018,2003,0.273,2,dark purple
61006,55,7018,2004,0.288,2,dark purple
61007,55,7018,2005,0.549,2,dark purple
61008,55,7018,2006,0.597,2,dark purple
61009,55,7018,2007,0.763,2,dark purple
61010,55,7018,2008,0.547,2,dark purple
61011,55,7018,2009,0.685,2,dark purple
61012,55,7018,2010,0.908,2,dark purple
61013,55,7018,2011,0.579,2,dark purple
61014,55,7018,2012,0.639,2,dark purple
61015,55,7018,2013,0.359,2,dark purple
61016,55,7018,2014,0.514,2,dark purple
61017,55,7018,2015,0.718,2,dark purple
61018,55,7018,2016,0.788,2,dark purple
61019,55,7018,2017,0.692,2,dark purple
61020,55,7018,2018,0.396,2,dark purple
61021,55,7018,2019,0.791,2,dark purple
61022,55,7018,2020,1.105,2,dark purple
61063,55,7019,2001,0.479,2,dark purple
61064,55,7019,2002,0.368,2,dark purple
61065,55,7019,2003,0.525,2,dark purple
61066,55,7019,2004,0.248,2,dark purple
61067,55,7019,2005,0.358,2,dark purple
61068,55,7019,2006,0.423,2,dark purple
61069,55,7019,2007,0.193,2,dark purple
61070,55,7019,2008,0.157,2,dark purple
61071,55,7019,2009,0.622,2,dark purple
61072,55,7019,2010,0.588,2,dark purple
61073,55,7019,2011,0.498,2,dark purple
61074,55,7019,2012,0.671,2,dark purple
61075,55,7019,2013,0.669,2,dark purple
61076,55,7019,2014,0.544,2,dark purple
61077,55,7019,2015,0.958,2,dark purple
61078,55,7019,2016,0.692,2,dark purple
61079,55,7019,2017,0.604,2,dark purple
61080,55,7019,2018,0.457,2,dark purple
61081,55,7019,2019,0.787,2,dark purple
61082,55,7019,2020,0.532,2,dark purple
61123,55,7020,2001,0.395,2,dark purple
61124,55,7020,2002,0.522,2,dark purple
61125,55,7020,2003,0.609,2,dark purple
61126,55,7020,2004,0.314,2,dark purple
61127,55,7020,2005,0.638,2,dark purple
61128,55,7020,2006,0.531,2,dark purple
61129,55,7020,2007,0.65,2,dark purple
61130,55,7020,2008,0.169,2,dark purple
61131,55,7020,2009,0.367,2,dark purple
61132,55,7020,2010,1.033,2,dark purple
61133,55,7020,2011,0.425,2,dark purple
61134,55,7020,2012,0.526,2,dark purple
61135,55,7020,2013,0.519,2,dark purple
61136,55,7020,2014,0.475,2,dark purple
61137,55,7020,2015,0.712,2,dark purple
61138,55,7020,2016,0.864,2,dark purple
61139,55,7020,2017,0.621,2,dark purple
61140,55,7020,2018,0.421,2,dark purple
61141,55,7020,2019,0.579,2,dark purple
61142,55,7020,2020,0.87,2,dark purple
61903,56,7016,2001,0.697,2,dark purple
61904,56,7016,2002,1.153,2,dark purple
61905,56,7016,2003,1.428,2,dark purple
61906,56,7016,2004,1.016,2,dark purple
61907,56,7016,2005,0.206,2,dark purple
61908,56,7016,2006,0.658,2,dark purple
61909,56,7016,2007,1.482,2,dark purple
61910,56,7016,2008,0.416,2,dark purple
61911,56,7016,2009,0.617,2,dark purple
61912,56,7016,2010,1.495,2,dark purple
61913,56,7016,2011,0.486,2,dark purple
61914,56,7016,2012,0.634,2,dark purple
61915,56,7016,2013,1.141,2,dark purple
61916,56,7016,2014,1.308,2,dark purple
61917,56,7016,2015,1.214,2,dark purple
61918,56,7016,2016,1.539,2,dark purple
61919,56,7016,2017,1.032,2,dark purple
61920,56,7016,2018,1.369,2,dark purple
61921,56,7016,2019,0.979,2,dark purple
61922,56,7016,2020,1.644,2,dark purple
61963,56,7017,2001,0.736,2,dark purple
61964,56,7017,2002,0.61,2,dark purple
61965,56,7017,2003,1.264,2,dark purple
61966,56,7017,2004,0.407,2,dark purple
61967,56,7017,2005,1.36,2,dark purple
61968,56,7017,2006,0.8,2,dark purple
61969,56,7017,2007,0.973,2,dark purple
61970,56,7017,2008,0.247,2,dark purple
61971,56,7017,2009,-0.031,2,dark purple
61972,56,7017,2010,1.457,2,dark purple
61973,56,7017,2011,0.557,2,dark purple
61974,56,7017,2012,0.371,2,dark purple
61975,56,7017,2013,0.826,2,dark purple
61976,56,7017,2014,0.846,2,dark purple
61977,56,7017,2015,1.153,2,dark purple
61978,56,7017,2016,0.974,2,dark purple
61979,56,7017,2017,0.634,2,dark purple
61980,56,7017,2018,0.733,2,dark purple
61981,56,7017,2019,0.96,2,dark purple
61982,56,7017,2020,1.622,2,dark purple
62023,56,7018,2001,0.85,2,dark purple
62024,56,7018,2002,0.722,2,dark purple
62025,56,7018,2003,0.622,2,dark purple
62026,56,7018,2004,0.734,2,dark purple
62027,56,7018,2005,0.802,2,dark purple
62028,56,7018,2006,0.685,2,dark purple
62029,56,7018,2007,1.021,2,dark purple
62030,56,7018,2008,0.711,2,dark purple
62031,56,7018,2009,0.853,2,dark purple
62032,56,7018,2010,0.965,2,dark purple
62033,56,7018,2011,0.312,2,dark purple
62034,56,7018,2012,0.832,2,dark purple
62035,56,7018,2013,0.679,2,dark purple
62036,56,7018,2014,0.859,2,dark purple
62037,56,7018,2015,1.103,2,dark purple
62038,56,7018,2016,0.995,2,dark purple
62039,56,7018,2017,1.025,2,dark purple
62040,56,7018,2018,0.845,2,dark purple
62041,56,7018,2019,1.436,2,dark purple
62042,56,7018,2020,1.357,2,dark purple
62083,56,7019,2001,0.897,2,dark purple
62084,56,7019,2002,0.998,2,dark purple
62085,56,7019,2003,0.901,2,dark purple
62086,56,7019,2004,0.408,2,dark purple
62087,56,7019,2005,0.946,2,dark purple
62088,56,7019,2006,1.212,2,dark purple
62089,56,7019,2007,0.613,2,dark purple
62090,56,7019,2008,0.553,2,dark purple
62091,56,7019,2009,1.049,2,dark purple
62092,56,7019,2010,0.659,2,dark purple
62093,56,7019,2011,0.52,2,dark purple
62094,56,7019,2012,1.017,2,dark purple
62095,56,7019,2013,1.245,2,dark purple
62096,56,7019,2014,0.923,2,dark purple
62097,56,7019,2015,1.299,2,dark purple
62098,56,7019,2016,0.933,2,dark purple
62099,56,7019,2017,0.715,2,dark purple
62100,56,7019,2018,0.933,2,dark purple
62101,56,7019,2019,1.087,2,dark purple
62102,56,7019,2020,0.71,2,dark purple
62143,56,7020,2001,0.795,2,dark purple
62144,56,7020,2002,0.871,2,dark purple
62145,56,7020,2003,1.054,2,dark purple
62146,56,7020,2004,0.641,2,dark purple
62147,56,7020,2005,0.829,2,dark purple
62148,56,7020,2006,0.839,2,dark purple
62149,56,7020,2007,1.022,2,dark purple
62150,56,7020,2008,0.482,2,dark purple
62151,56,7020,2009,0.622,2,dark purple
62152,56,7020,2010,1.144,2,dark purple
62153,56,7020,2011,0.469,2,dark purple
62154,56,7020,2012,0.713,2,dark purple
62155,56,7020,2013,0.973,2,dark purple
62156,56,7020,2014,0.984,2,dark purple
62157,56,7020,2015,1.192,2,dark purple
62158,56,7020,2016,1.11,2,dark purple
62159,56,7020,2017,0.851,2,dark purple
62160,56,7020,2018,0.97,2,dark purple
62161,56,7020,2019,1.115,2,dark purple
62162,56,7020,2020,1.333,2,dark purple
62923,58,7016,2001,0.285,2,dark purple
62924,58,7016,2002,0.781,2,dark purple
62925,58,7016,2003,0.999,2,dark purple
62926,58,7016,2004,0.777,2,dark purple
62927,58,7016,2005,0.885,2,dark purple
62928,58,7016,2006,0.598,2,dark purple
62929,58,7016,2007,1.134,2,dark purple
62930,58,7016,2008,0.267,2,dark purple
62931,58,7016,2009,0.362,2,dark purple
62932,58,7016,2010,1.007,2,dark purple
62933,58,7016,2011,0.184,2,dark purple
62934,58,7016,2012,0.257,2,dark purple
62935,58,7016,2013,0.352,2,dark purple
62936,58,7016,2014,0.683,2,dark purple
62937,58,7016,2015,0.84,2,dark purple
62938,58,7016,2016,1.81,2,dark purple
62939,58,7016,2017,0.709,2,dark purple
62940,58,7016,2018,0.887,2,dark purple
62941,58,7016,2019,1.254,2,dark purple
62942,58,7016,2020,1.534,2,dark purple
62983,58,7017,2001,0.493,2,dark purple
62984,58,7017,2002,0.919,2,dark purple
62985,58,7017,2003,0.577,2,dark purple
62986,58,7017,2004,0.791,2,dark purple
62987,58,7017,2005,0.807,2,dark purple
62988,58,7017,2006,0.49,2,dark purple
62989,58,7017,2007,0.791,2,dark purple
62990,58,7017,2008,0.234,2,dark purple
62991,58,7017,2009,0.481,2,dark purple
62992,58,7017,2010,1.104,2,dark purple
62993,58,7017,2011,0.368,2,dark purple
62994,58,7017,2012,0.531,2,dark purple
62995,58,7017,2013,0.188,2,dark purple
62996,58,7017,2014,0.906,2,dark purple
62997,58,7017,2015,0.962,2,dark purple
62998,58,7017,2016,1.525,2,dark purple
62999,58,7017,2017,1.136,2,dark purple
63000,58,7017,2018,0.754,2,dark purple
63001,58,7017,2019,1.334,2,dark purple
63002,58,7017,2020,1.423,2,dark purple
63043,58,7018,2001,0.344,2,dark purple
63044,58,7018,2002,0.618,2,dark purple
63045,58,7018,2003,0.691,2,dark purple
63046,58,7018,2004,0.463,2,dark purple
63047,58,7018,2005,0.638,2,dark purple
63048,58,7018,2006,0.822,2,dark purple
63049,58,7018,2007,0.545,2,dark purple
63050,58,7018,2008,0.923,2,dark purple
63051,58,7018,2009,1.27,2,dark purple
63052,58,7018,2010,0.504,2,dark purple
63053,58,7018,2011,1.086,2,dark purple
63054,58,7018,2012,0.899,2,dark purple
63055,58,7018,2013,0.189,2,dark purple
63056,58,7018,2014,1.316,2,dark purple
63057,58,7018,2015,1.892,2,dark purple
63058,58,7018,2016,1.179,2,dark purple
63059,58,7018,2017,1.235,2,dark purple
63060,58,7018,2018,0.753,2,dark purple
63061,58,7018,2019,1.238,2,dark purple
63062,58,7018,2020,1.092,2,dark purple
63103,58,7019,2001,0.592,2,dark purple
63104,58,7019,2002,0.589,2,dark purple
63105,58,7019,2003,0.756,2,dark purple
63106,58,7019,2004,0.842,2,dark purple
63107,58,7019,2005,0.502,2,dark purple
63108,58,7019,2006,0.811,2,dark purple
63109,58,7019,2007,0.268,2,dark purple
63110,58,7019,2008,0.746,2,dark purple
63111,58,7019,2009,1.066,2,dark purple
63112,58,7019,2010,-0.008,2,dark purple
63113,58,7019,2011,0.528,2,dark purple
63114,58,7019,2012,0.531,2,dark purple
63115,58,7019,2013,0.611,2,dark purple
63116,58,7019,2014,0.941,2,dark purple
63117,58,7019,2015,1.917,2,dark purple
63118,58,7019,2016,1.047,2,dark purple
63119,58,7019,2017,0.77,2,dark purple
63120,58,7019,2018,1.469,2,dark purple
63121,58,7019,2019,0.87,2,dark purple
63122,58,7019,2020,0.809,2,dark purple
63163,58,7020,2001,0.428,2,dark purple
63164,58,7020,2002,0.727,2,dark purple
63165,58,7020,2003,0.756,2,dark purple
63166,58,7020,2004,0.718,2,dark purple
63167,58,7020,2005,0.708,2,dark purple
63168,58,7020,2006,0.68,2,dark purple
63169,58,7020,2007,0.684,2,dark purple
63170,58,7020,2008,0.542,2,dark purple
63171,58,7020,2009,0.795,2,dark purple
63172,58,7020,2010,0.652,2,dark purple
63173,58,7020,2011,0.542,2,dark purple
63174,58,7020,2012,0.554,2,dark purple
63175,58,7020,2013,0.335,2,dark purple
63176,58,7020,2014,0.962,2,dark purple
63177,58,7020,2015,1.403,2,dark purple
63178,58,7020,2016,1.39,2,dark purple
63179,58,7020,2017,0.963,2,dark purple
63180,58,7020,2018,0.966,2,dark purple
63181,58,7020,2019,1.174,2,dark purple
63182,58,7020,2020,1.214,2,dark purple
63943,59,7016,2001,0.39,2,dark purple
63944,59,7016,2002,0.105,2,dark purple
63945,59,7016,2003,0.49,2,dark purple
63946,59,7016,2004,0.328,2,dark purple
63947,59,7016,2005,0.632,2,dark purple
63948,59,7016,2006,1.408,2,dark purple
63949,59,7016,2007,-0.025,2,dark purple
63950,59,7016,2008,-0.397,2,dark purple
63951,59,7016,2009,1.428,2,dark purple
63952,59,7016,2010,2.707,2,dark purple
63953,59,7016,2011,1.697,2,dark purple
63954,59,7016,2012,-0.261,2,dark purple
63955,59,7016,2013,1.248,2,dark purple
63956,59,7016,2014,1.21,2,dark purple
63957,59,7016,2015,0.845,2,dark purple
63958,59,7016,2016,0.751,2,dark purple
63959,59,7016,2017,-0.401,2,dark purple
63960,59,7016,2018,2.185,2,dark purple
63961,59,7016,2019,0.011,2,dark purple
63962,59,7016,2020,0.062,2,dark purple
64003,59,7017,2001,1.377,2,dark purple
64004,59,7017,2002,0.469,2,dark purple
64005,59,7017,2003,0.035,2,dark purple
64006,59,7017,2004,0.991,2,dark purple
64007,59,7017,2005,0.266,2,dark purple
64008,59,7017,2006,0.313,2,dark purple
64009,59,7017,2007,0.664,2,dark purple
64010,59,7017,2008,1.57,2,dark purple
64011,59,7017,2009,0.054,2,dark purple
64012,59,7017,2010,1.811,2,dark purple
64013,59,7017,2011,0.114,2,dark purple
64014,59,7017,2012,0.662,2,dark purple
64015,59,7017,2013,1.587,2,dark purple
64016,59,7017,2014,1.581,2,dark purple
64017,59,7017,2015,0.196,2,dark purple
64018,59,7017,2016,1.319,2,dark purple
64019,59,7017,2017,0.714,2,dark purple
64020,59,7017,2018,2.911,2,dark purple
64021,59,7017,2019,0.241,2,dark purple
64022,59,7017,2020,0.628,2,dark purple
64063,59,7018,2001,0.852,2,dark purple
64064,59,7018,2002,1.326,2,dark purple
64065,59,7018,2003,1.123,2,dark purple
64066,59,7018,2004,0.419,2,dark purple
64067,59,7018,2005,0.914,2,dark purple
64068,59,7018,2006,1.063,2,dark purple
64069,59,7018,2007,1.106,2,dark purple
64070,59,7018,2008,1.546,2,dark purple
64071,59,7018,2009,1.225,2,dark purple
64072,59,7018,2010,2.056,2,dark purple
64073,59,7018,2011,0.982,2,dark purple
64074,59,7018,2012,1.887,2,dark purple
64075,59,7018,2013,0.681,2,dark purple
64076,59,7018,2014,1.42,2,dark purple
64077,59,7018,2015,1.511,2,dark purple
64078,59,7018,2016,1.889,2,dark purple
64079,59,7018,2017,1.877,2,dark purple
64080,59,7018,2018,1.836,2,dark purple
64081,59,7018,2019,2.081,2,dark purple
64082,59,7018,2020,1.479,2,dark purple
64123,59,7019,2001,0.269,2,dark purple
64124,59,7019,2002,1.451,2,dark purple
64125,59,7019,2003,1.27,2,dark purple
64126,59,7019,2004,0.833,2,dark purple
64127,59,7019,2005,0.255,2,dark purple
64128,59,7019,2006,0.195,2,dark purple
64129,59,7019,2007,0.748,2,dark purple
64130,59,7019,2008,1.094,2,dark purple
64131,59,7019,2009,1.11,2,dark purple
64132,59,7019,2010,2.819,2,dark purple
64133,59,7019,2011,-0.182,2,dark purple
64134,59,7019,2012,1.518,2,dark purple
64135,59,7019,2013,0.758,2,dark purple
64136,59,7019,2014,0.842,2,dark purple
64137,59,7019,2015,2.324,2,dark purple
64138,59,7019,2016,1.56,2,dark purple
64139,59,7019,2017,0.314,2,dark purple
64140,59,7019,2018,1.278,2,dark purple
64141,59,7019,2019,1.9,2,dark purple
64142,59,7019,2020,2.193,2,dark purple
64183,59,7020,2001,0.722,2,dark purple
64184,59,7020,2002,0.838,2,dark purple
64185,59,7020,2003,0.73,2,dark purple
64186,59,7020,2004,0.643,2,dark purple
64187,59,7020,2005,0.517,2,dark purple
64188,59,7020,2006,0.745,2,dark purple
64189,59,7020,2007,0.623,2,dark purple
64190,59,7020,2008,0.953,2,dark purple
64191,59,7020,2009,0.954,2,dark purple
64192,59,7020,2010,2.348,2,dark purple
64193,59,7020,2011,0.653,2,dark purple
64194,59,7020,2012,0.952,2,dark purple
64195,59,7020,2013,1.069,2,dark purple
64196,59,7020,2014,1.263,2,dark purple
64197,59,7020,2015,1.219,2,dark purple
64198,59,7020,2016,1.38,2,dark purple
64199,59,7020,2017,0.626,2,dark purple
64200,59,7020,2018,2.053,2,dark purple
64201,59,7020,2019,1.058,2,dark purple
64202,59,7020,2020,1.091,2,dark purple
64963,60,7016,2001,0.585,2,dark purple
64964,60,7016,2002,0.884,2,dark purple
64965,60,7016,2003,1.004,2,dark purple
64966,60,7016,2004,0.76,2,dark purple
64967,60,7016,2005,0.695,2,dark purple
64968,60,7016,2006,0.644,2,dark purple
64969,60,7016,2007,1.011,2,dark purple
64970,60,7016,2008,0.67,2,dark purple
64971,60,7016,2009,0.846,2,dark purple
64972,60,7016,2010,1.184,2,dark purple
64973,60,7016,2011,0.612,2,dark purple
64974,60,7016,2012,0.955,2,dark purple
64975,60,7016,2013,1.106,2,dark purple
64976,60,7016,2014,0.645,2,dark purple
64977,60,7016,2015,0.905,2,dark purple
64978,60,7016,2016,1.512,2,dark purple
64979,60,7016,2017,1.075,2,dark purple
64980,60,7016,2018,0.739,2,dark purple
64981,60,7016,2019,0.737,2,dark purple
64982,60,7016,2020,1.245,2,dark purple
65023,60,7017,2001,0.327,2,dark purple
65024,60,7017,2002,0.752,2,dark purple
65025,60,7017,2003,0.686,2,dark purple
65026,60,7017,2004,0.723,2,dark purple
65027,60,7017,2005,1.205,2,dark purple
65028,60,7017,2006,0.399,2,dark purple
65029,60,7017,2007,0.808,2,dark purple
65030,60,7017,2008,0.367,2,dark purple
65031,60,7017,2009,0.524,2,dark purple
65032,60,7017,2010,0.847,2,dark purple
65033,60,7017,2011,0.354,2,dark purple
65034,60,7017,2012,0.557,2,dark purple
65035,60,7017,2013,0.713,2,dark purple
65036,60,7017,2014,0.649,2,dark purple
65037,60,7017,2015,1.251,2,dark purple
65038,60,7017,2016,1.699,2,dark purple
65039,60,7017,2017,0.812,2,dark purple
65040,60,7017,2018,0.49,2,dark purple
65041,60,7017,2019,0.843,2,dark purple
65042,60,7017,2020,2.174,2,dark purple
65083,60,7018,2001,0.756,2,dark purple
65084,60,7018,2002,0.619,2,dark purple
65085,60,7018,2003,0.906,2,dark purple
65086,60,7018,2004,0.754,2,dark purple
65087,60,7018,2005,0.757,2,dark purple
65088,60,7018,2006,0.706,2,dark purple
65089,60,7018,2007,0.694,2,dark purple
65090,60,7018,2008,0.435,2,dark purple
65091,60,7018,2009,1.256,2,dark purple
65092,60,7018,2010,0.301,2,dark purple
65093,60,7018,2011,1.177,2,dark purple
65094,60,7018,2012,0.938,2,dark purple
65095,60,7018,2013,0.662,2,dark purple
65096,60,7018,2014,1.042,2,dark purple
65097,60,7018,2015,1.721,2,dark purple
65098,60,7018,2016,1.108,2,dark purple
65099,60,7018,2017,0.611,2,dark purple
65100,60,7018,2018,1.102,2,dark purple
65101,60,7018,2019,1.389,2,dark purple
65102,60,7018,2020,2.16,2,dark purple
65143,60,7019,2001,0.262,2,dark purple
65144,60,7019,2002,0.465,2,dark purple
65145,60,7019,2003,0.905,2,dark purple
65146,60,7019,2004,0.749,2,dark purple
65147,60,7019,2005,0.08,2,dark purple
65148,60,7019,2006,0.859,2,dark purple
65149,60,7019,2007,0.144,2,dark purple
65150,60,7019,2008,0.265,2,dark purple
65151,60,7019,2009,1.366,2,dark purple
65152,60,7019,2010,0.305,2,dark purple
65153,60,7019,2011,0.508,2,dark purple
65154,60,7019,2012,0.627,2,dark purple
65155,60,7019,2013,0.537,2,dark purple
65156,60,7019,2014,0.534,2,dark purple
65157,60,7019,2015,1.469,2,dark purple
65158,60,7019,2016,0.869,2,dark purple
65159,60,7019,2017,0.502,2,dark purple
65160,60,7019,2018,0.88,2,dark purple
65161,60,7019,2019,1.013,2,dark purple
65162,60,7019,2020,1.324,2,dark purple
65203,60,7020,2001,0.482,2,dark purple
65204,60,7020,2002,0.68,2,dark purple
65205,60,7020,2003,0.875,2,dark purple
65206,60,7020,2004,0.747,2,dark purple
65207,60,7020,2005,0.684,2,dark purple
65208,60,7020,2006,0.652,2,dark purple
65209,60,7020,2007,0.664,2,dark purple
65210,60,7020,2008,0.434,2,dark purple
65211,60,7020,2009,0.998,2,dark purple
65212,60,7020,2010,0.659,2,dark purple
65213,60,7020,2011,0.663,2,dark purple
65214,60,7020,2012,0.769,2,dark purple
65215,60,7020,2013,0.754,2,dark purple
65216,60,7020,2014,0.718,2,dark purple
65217,60,7020,2015,1.337,2,dark purple
65218,60,7020,2016,1.297,2,dark purple
65219,60,7020,2017,0.75,2,dark purple
65220,60,7020,2018,0.803,2,dark purple
65221,60,7020,2019,0.996,2,dark purple
65222,60,7020,2020,1.726,2,dark purple
65959,61,7016,2001,0.473,2,dark purple
65960,61,7016,2002,0.598,2,dark purple
65961,61,7016,2003,0.686,2,dark purple
65962,61,7016,2004,0.684,2,dark purple
65963,61,7016,2005,1.172,2,dark purple
65964,61,7016,2006,0.333,2,dark purple
65965,61,7016,2007,0.696,2,dark purple
65966,61,7016,2008,0.452,2,dark purple
65967,61,7016,2009,0.43,2,dark purple
65968,61,7016,2010,0.972,2,dark purple
65969,61,7016,2011,0.346,2,dark purple
65970,61,7016,2012,0.245,2,dark purple
65971,61,7016,2013,0.796,2,dark purple
65972,61,7016,2014,0.958,2,dark purple
65973,61,7016,2015,0.618,2,dark purple
65974,61,7016,2016,1.72,2,dark purple
65975,61,7016,2017,1.266,2,dark purple
65976,61,7016,2018,0.426,2,dark purple
65977,61,7016,2019,1.109,2,dark purple
65978,61,7016,2020,1.857,2,dark purple
66019,61,7017,2001,0.515,2,dark purple
66020,61,7017,2002,0.516,2,dark purple
66021,61,7017,2003,0.929,2,dark purple
66022,61,7017,2004,0.925,2,dark purple
66023,61,7017,2005,0.762,2,dark purple
66024,61,7017,2006,0.534,2,dark purple
66025,61,7017,2007,0.817,2,dark purple
66026,61,7017,2008,0.21,2,dark purple
66027,61,7017,2009,0.644,2,dark purple
66028,61,7017,2010,0.973,2,dark purple
66029,61,7017,2011,0.489,2,dark purple
66030,61,7017,2012,0.374,2,dark purple
66031,61,7017,2013,0.846,2,dark purple
66032,61,7017,2014,0.866,2,dark purple
66033,61,7017,2015,0.904,2,dark purple
66034,61,7017,2016,1.181,2,dark purple
66035,61,7017,2017,1.487,2,dark purple
66036,61,7017,2018,0.153,2,dark purple
66037,61,7017,2019,1.568,2,dark purple
66038,61,7017,2020,1.578,2,dark purple
66076,61,7018,2001,0.298,2,dark purple
66077,61,7018,2002,0.959,2,dark purple
66078,61,7018,2003,1.387,2,dark purple
66079,61,7018,2004,0.677,2,dark purple
66080,61,7018,2005,0.554,2,dark purple
66081,61,7018,2006,0.871,2,dark purple
66082,61,7018,2007,1.119,2,dark purple
66083,61,7018,2008,0.974,2,dark purple
66084,61,7018,2009,1.012,2,dark purple
66085,61,7018,2010,0.923,2,dark purple
66086,61,7018,2011,0.84,2,dark purple
66087,61,7018,2012,0.785,2,dark purple
66088,61,7018,2013,0.581,2,dark purple
66089,61,7018,2014,0.966,2,dark purple
66090,61,7018,2015,0.909,2,dark purple
66091,61,7018,2016,1.803,2,dark purple
66092,61,7018,2017,1.353,2,dark purple
66093,61,7018,2018,0.873,2,dark purple
66094,61,7018,2019,1.896,2,dark purple
66095,61,7018,2020,1.476,2,dark purple
66134,61,7019,2001,0.131,2,dark purple
66135,61,7019,2002,0.42,2,dark purple
66136,61,7019,2003,0.629,2,dark purple
66137,61,7019,2004,0.739,2,dark purple
66138,61,7019,2005,0.518,2,dark purple
66139,61,7019,2006,0.567,2,dark purple
66140,61,7019,2007,0.416,2,dark purple
66141,61,7019,2008,0.811,2,dark purple
66142,61,7019,2009,0.725,2,dark purple
66143,61,7019,2010,0.792,2,dark purple
66144,61,7019,2011,0.665,2,dark purple
66145,61,7019,2012,0.653,2,dark purple
66146,61,7019,2013,0.675,2,dark purple
66147,61,7019,2014,0.777,2,dark purple
66148,61,7019,2015,0.963,2,dark purple
66149,61,7019,2016,1.13,2,dark purple
66150,61,7019,2017,1.247,2,dark purple
66151,61,7019,2018,1.288,2,dark purple
66152,61,7019,2019,1.513,2,dark purple
66153,61,7019,2020,0.822,2,dark purple
66192,61,7020,2001,0.354,2,dark purple
66193,61,7020,2002,0.623,2,dark purple
66194,61,7020,2003,0.908,2,dark purple
66195,61,7020,2004,0.756,2,dark purple
66196,61,7020,2005,0.752,2,dark purple
66197,61,7020,2006,0.576,2,dark purple
66198,61,7020,2007,0.762,2,dark purple
66199,61,7020,2008,0.612,2,dark purple
66200,61,7020,2009,0.703,2,dark purple
66201,61,7020,2010,0.915,2,dark purple
66202,61,7020,2011,0.585,2,dark purple
66203,61,7020,2012,0.514,2,dark purple
66204,61,7020,2013,0.724,2,dark purple
66205,61,7020,2014,0.892,2,dark purple
66206,61,7020,2015,0.849,2,dark purple
66207,61,7020,2016,1.458,2,dark purple
66208,61,7020,2017,1.338,2,dark purple
66209,61,7020,2018,0.685,2,dark purple
66210,61,7020,2019,1.522,2,dark purple
66211,61,7020,2020,1.433,2,dark purple
